map,scen_file,num_agents,timeout_s,runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
empty-32-32,empty-16-16-random-23-x2,10,300,0.000588,1,3,371,1540,225,225,224,225,0,0,1,0,0,0,0,1,0,0.000157,2e-06,5e-06,4e-05,2e-06,0,4e-05,1e-06,1.9e-05,9.1e-05,9.4e-05,0.000937,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-23-x2.scen:
empty-32-32,empty-16-16-random-24-x2,10,300,0.000385,1,3,223,995,162,162,162,162,0,0,0,0,1,0,0,1,0,0.000114,2e-06,5e-06,0,1e-06,0,4.5e-05,0,1.9e-05,5.5e-05,5.9e-05,0.000953,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-24-x2.scen:
empty-32-32,empty-16-16-random-25-x2,10,300,0.000215,0,1,239,1077,218,218,218,218,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.000972,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-25-x2.scen:
empty-32-32,empty-16-16-random-2-x2,10,300,0.000245,0,1,260,1171,244,244,244,244,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.000925,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-2-x2.scen:
empty-32-32,empty-16-16-random-3-x2,10,300,0.000262,0,1,293,1319,282,282,282,282,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.000955,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-3-x2.scen:
empty-32-32,empty-16-16-random-4-x2,10,300,0.000256,0,1,280,1276,270,270,270,270,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000924,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-4-x2.scen:
empty-32-32,empty-16-16-random-5-x2,10,300,0.0002,0,1,220,976,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000928,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-5-x2.scen:
empty-32-32,empty-16-16-random-6-x2,10,300,0.0007,1,3,316,1457,238,238,238,238,0,0,0,0,1,0,0,2,0,0.000285,2e-06,5e-06,1e-05,2e-06,0,8.2e-05,0,3e-05,6.8e-05,7.2e-05,0.000931,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-6-x2.scen:
empty-32-32,empty-16-16-random-7-x2,10,300,0.000209,0,1,214,949,204,204,204,204,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000914,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-7-x2.scen:
empty-32-32,empty-16-16-random-8-x2,10,300,0.000259,0,1,306,1298,218,218,218,218,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000989,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-8-x2.scen:
empty-32-32,empty-16-16-random-9-x2,10,300,0.000201,0,1,222,968,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.000947,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-9-x2.scen:
empty-32-32,empty-16-16-random-10-x2,100,300,6.86814,9571,18956,1781750,6168433,2287,2287,2268,2286,7496,5641,955,48,2926,0,0,19701,15422,3.82383,0.234458,0.152585,0.225259,0.009326,0,0.337712,0.021509,0.358461,1.68353,1.92646,0.010291,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-10-x2.scen:
empty-32-32,empty-16-16-random-11-x2,100,300,0.038803,30,59,11787,43491,2190,2190,2180,2190,35,10,10,2,7,0,0,120,1,0.02075,0.000548,0.000746,0.001091,6.1e-05,0,0.003884,6.1e-05,0.001476,0.007345,0.008211,0.009864,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-11-x2.scen:
empty-32-32,empty-16-16-random-12-x2,100,300,30.1476,46363,92042,8442161,30901085,2156,2156,2140,2155,42408,35454,3052,191,7665,0,0,80585,61315,14.6961,1.17626,0.740537,1.07,0.054838,0,1.72442,0.114747,1.7969,8.48682,9.71199,0.010301,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-12-x2.scen:
empty-32-32,empty-16-16-random-13-x2,100,300,0.031934,21,41,9117,35578,2371,2371,2356,2370,36,3,11,0,6,0,0,126,0,0.01782,0.000395,0.000632,0.000533,2.6e-05,0,0.0034,3e-05,0.001039,0.004892,0.005656,0.009693,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-13-x2.scen:
empty-32-32,empty-16-16-random-14-x2,100,300,0.038259,30,59,12057,43857,2176,2176,2162,2176,36,12,9,0,8,0,0,122,2,0.019709,0.000647,0.000744,0.0009,2.3e-05,0,0.004442,6.7e-05,0.001417,0.007585,0.008492,0.009913,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-14-x2.scen:
empty-32-32,empty-16-16-random-15-x2,100,300,0.024371,12,23,8020,31496,2280,2280,2270,2280,29,1,7,0,3,0,0,75,3,0.01213,0.00025,0.000518,0.000476,1.4e-05,0,0.003101,2.2e-05,0.000776,0.00419,0.004706,0.009947,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-15-x2.scen:
empty-32-32,empty-16-16-random-16-x2,100,300,0.43605,614,1207,132388,472922,2083,2083,2070,2082,775,263,106,9,236,0,0,1445,556,0.214148,0.01503,0.011379,0.013729,0.000715,0,0.036412,0.001157,0.027579,0.122895,0.140307,0.010038,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-16-x2.scen:
empty-32-32,empty-16-16-random-17-x2,100,300,0.029846,22,43,10705,40583,2323,2323,2312,2323,38,6,10,0,5,0,0,103,0,0.014528,0.000479,0.00067,0.000751,2e-05,0,0.003271,4.1e-05,0.001027,0.005817,0.006565,0.009661,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-17-x2.scen:
empty-32-32,empty-16-16-random-18-x2,100,300,300.001,123486,243603,25092855,91586724,-1,2191,2180,2191,53851,100048,15716,0,7722,0,0,306516,113862,214.134,2.97787,1.78446,19.068,0.43361,0,8.45287,0.61862,9.28803,35.2009,37.8681,0.009653,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-18-x2.scen:
empty-32-32,empty-16-16-random-19-x2,100,300,0.081007,67,133,21648,76707,2360,2360,2352,2360,45,48,9,0,9,0,0,193,1,0.043121,0.001339,0.001357,0.002233,4.3e-05,0,0.008788,0.000162,0.004311,0.017923,0.019762,0.010673,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-19-x2.scen:
empty-32-32,empty-16-16-random-1-x2,100,300,300,337467,664305,57444454,209523300,-1,2082,2072,2082,167275,254337,61272,0,21858,0,0,368281,700423,158.374,9.20107,4.9544,16.6754,0.402206,0,10.7464,1.26516,15.8387,77.46,85.8736,0.010646,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-1-x2.scen:
empty-32-32,empty-16-16-random-20-x2,100,300,300.001,200943,361124,62619529,188614251,-1,2166,2152,2164,71570,144704,13598,0,42641,0,0,327240,250522,139.684,4.87705,2.87243,13.3794,0.20972,0,37.9345,1.1274,13.6421,75.1229,79.7326,0.011078,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-20-x2.scen:
empty-32-32,empty-16-16-random-21-x2,100,300,0.099992,124,235,36277,136078,2302,2302,2292,2302,249,61,35,0,27,0,0,150,104,0.043991,0.002864,0.003132,0.0041,7.3e-05,0,0.006239,0.00021,0.006672,0.03218,0.036766,0.010531,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-21-x2.scen:
empty-32-32,empty-16-16-random-22-x2,100,300,0.038246,26,51,10318,39550,2242,2242,2226,2242,32,7,8,0,10,0,0,99,0,0.020127,0.000599,0.000732,0.000952,1.3e-05,0,0.004594,5.4e-05,0.001323,0.006685,0.007519,0.010651,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-22-x2.scen:
empty-32-32,empty-16-16-random-23-x2,100,300,0.697094,1268,2535,249846,900594,2198,2198,2176,2195,1494,45,582,0,640,0,0,917,2653,0.227892,0.025983,0.024466,0.052525,0.000981,0,0.038864,0.002958,0.049167,0.266723,0.305847,0.010483,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-23-x2.scen:
empty-32-32,empty-16-16-random-24-x2,100,300,300.001,269181,535042,72153301,237586910,-1,2377,2360,2376,163929,212617,19973,1724,34867,0,0,457732,577918,149.378,6.83446,4.44884,15.733,1.45223,0,15.7844,1.40258,14.6328,80.7175,87.5044,0.011091,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-24-x2.scen:
empty-32-32,empty-16-16-random-25-x2,100,300,0.197705,174,325,38983,139740,2166,2166,2154,2164,168,31,87,0,55,0,0,442,141,0.121836,0.004002,0.003239,0.006555,0.000145,0,0.018,0.000291,0.007805,0.035158,0.040104,0.010333,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-25-x2.scen:
empty-32-32,empty-16-16-random-2-x2,100,300,300,176377,350161,33766756,123570232,-1,2274,2262,2273,79832,152092,16093,0,8192,0,0,382809,127085,187.273,4.34112,2.68338,20.8481,0.139271,0,11.1748,1.1193,11.9462,50.2105,54.3415,0.010151,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-2-x2.scen:
empty-32-32,empty-16-16-random-3-x2,100,300,0.033746,26,51,10178,39801,2250,2250,2240,2250,32,10,6,1,8,0,0,125,0,0.017178,0.000444,0.000668,0.000901,4e-05,0,0.004528,3.2e-05,0.001251,0.006075,0.006841,0.009684,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-3-x2.scen:
empty-32-32,empty-16-16-random-4-x2,100,300,300,210273,408265,59690474,202571893,-1,2240,2222,2238,183719,173304,18281,12,18676,0,0,350270,471961,173.359,5.54489,3.86135,15.8571,0.207481,0,8.82975,1.28374,14.1847,70.4177,76.5719,0.009822,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-4-x2.scen:
empty-32-32,empty-16-16-random-5-x2,100,300,3.69796,5703,10572,1649802,6017895,2312,2312,2294,2310,13128,107,2439,12,3144,0,0,4795,11998,1.17313,0.143202,0.13393,0.292702,0.003693,0,0.271594,0.011071,0.254822,1.41856,1.63553,0.009824,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-5-x2.scen:
empty-32-32,empty-16-16-random-6-x2,100,300,300,322121,615314,65194868,217490826,-1,2244,2230,2242,222225,264719,37209,0,20193,0,0,501464,580303,150.668,8.20168,5.12358,19.4585,0.363217,0,11.7652,1.48775,14.8445,75.715,84.4218,0.010002,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-6-x2.scen:
empty-32-32,empty-16-16-random-7-x2,100,300,8.19843,13513,27018,1895540,7174245,2116,2116,2106,2115,6591,7594,4612,0,1307,0,0,23052,29945,4.38927,0.335597,0.18107,0.305243,0.024942,0,0.465341,0.027178,0.468925,2.0323,2.31568,0.010202,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-7-x2.scen:
empty-32-32,empty-16-16-random-8-x2,100,300,0.714254,655,1244,155052,573386,2047,2047,2036,2044,1015,251,112,13,278,0,0,2220,587,0.425535,0.015635,0.013785,0.018352,0.001826,0,0.057924,0.001195,0.032993,0.152994,0.174495,0.010431,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-8-x2.scen:
empty-32-32,empty-16-16-random-9-x2,100,300,0.030523,25,49,9587,36338,2207,2207,2200,2207,26,15,5,0,4,0,0,83,1,0.015268,0.000463,0.00066,0.000642,1.7e-05,0,0.003418,4.6e-05,0.001426,0.0062,0.006874,0.010566,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-9-x2.scen:
empty-32-32,empty-16-16-random-10-x2,20,300,0.002001,3,5,763,3369,457,457,454,457,3,0,0,1,1,0,0,8,0,0.001034,9e-06,1.8e-05,3e-05,2e-05,0,0.000179,2e-06,4.6e-05,0.000189,0.000207,0.001986,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-10-x2.scen:
empty-32-32,empty-16-16-random-11-x2,20,300,0.000623,1,3,436,1990,336,336,336,336,0,0,0,0,1,0,0,1,0,0.000142,2e-06,1e-05,0,2e-06,0,5.4e-05,1e-06,1.9e-05,6.5e-05,6.9e-05,0.001995,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-11-x2.scen:
empty-32-32,empty-16-16-random-12-x2,20,300,0.000581,1,3,532,2400,434,434,434,434,0,0,0,0,1,0,0,1,0,6.1e-05,2e-06,1.1e-05,0,1e-06,0,1.5e-05,1e-06,8e-06,3.2e-05,3.5e-05,0.002011,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-12-x2.scen:
empty-32-32,empty-16-16-random-13-x2,20,300,0.001446,2,3,703,3218,466,466,466,466,3,0,0,0,1,0,0,4,0,0.000534,3e-06,1.6e-05,8e-06,1e-06,0,0.000249,1e-06,3.6e-05,0.00016,0.00017,0.001958,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-13-x2.scen:
empty-32-32,empty-16-16-random-14-x2,20,300,0.002233,4,7,1184,4662,413,413,412,413,3,2,1,0,0,0,0,6,0,0.000876,7e-06,1.8e-05,7.1e-05,2e-06,0,0.000272,2e-06,0.000101,0.000491,0.000509,0.001958,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-14-x2.scen:
empty-32-32,empty-16-16-random-15-x2,20,300,0.000934,1,3,700,2958,445,445,444,445,0,0,1,0,0,0,0,1,0,0.000215,2e-06,1.1e-05,3.2e-05,2e-06,0,5.1e-05,0,2.8e-05,0.000138,0.000143,0.001976,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-15-x2.scen:
empty-32-32,empty-16-16-random-16-x2,20,300,0.001025,2,3,549,2378,319,319,318,319,3,0,1,0,0,0,0,5,0,0.000377,5e-06,1.4e-05,2.5e-05,2e-06,0,8.8e-05,2e-06,3.3e-05,0.00015,0.000158,0.001979,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-16-x2.scen:
empty-32-32,empty-16-16-random-17-x2,20,300,0.001494,3,7,965,3973,457,457,454,457,0,1,0,0,2,0,0,3,0,0.000559,6e-06,1.7e-05,0,2e-06,0,0.000134,0,6.5e-05,0.000218,0.000231,0.001969,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-17-x2.scen:
empty-32-32,empty-16-16-random-18-x2,20,300,0.002578,2,5,755,3405,455,455,454,455,3,1,0,0,1,0,0,6,0,0.001551,5e-06,2e-05,1.8e-05,3e-06,0,0.000294,0,6.2e-05,0.000221,0.000235,0.001919,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-18-x2.scen:
empty-32-32,empty-16-16-random-19-x2,20,300,0.00222,2,3,1156,4504,477,477,476,477,2,0,1,0,0,0,0,7,0,0.000965,4e-06,1.4e-05,5.3e-05,2e-06,0,0.000249,2e-06,6e-05,0.000302,0.000313,0.002013,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-19-x2.scen:
empty-32-32,empty-16-16-random-1-x2,20,300,0.000509,1,3,440,1986,378,378,378,378,0,1,0,0,0,0,0,1,0,5.4e-05,2e-06,9e-06,9e-06,1e-06,0,1.4e-05,0,1.1e-05,3.1e-05,3.4e-05,0.001971,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-1-x2.scen:
empty-32-32,empty-16-16-random-20-x2,20,300,0.001163,2,3,710,3216,488,488,488,488,1,0,0,0,1,0,0,3,0,0.000349,3e-06,1.5e-05,0,1e-06,0,0.000162,0,3.4e-05,0.000126,0.000136,0.001975,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-20-x2.scen:
empty-32-32,empty-16-16-random-21-x2,20,300,0.007403,4,9,1072,4700,471,471,470,470,4,3,0,0,1,0,0,13,0,0.005575,8e-06,2.5e-05,8.3e-05,2e-06,0,0.000553,2e-06,0.000275,0.000619,0.000649,0.001998,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-21-x2.scen:
empty-32-32,empty-16-16-random-22-x2,20,300,0.000985,2,3,632,2819,455,455,454,455,1,0,1,0,0,0,0,2,0,0.000271,4e-06,1.2e-05,3.2e-05,2e-06,0,8.7e-05,0,2.1e-05,0.000112,0.000117,0.001968,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-22-x2.scen:
empty-32-32,empty-16-16-random-23-x2,20,300,0.001314,2,3,730,3218,483,483,482,483,2,0,1,0,0,0,0,3,0,0.000446,4e-06,1.4e-05,2.8e-05,2e-06,0,0.000158,0,3.5e-05,0.000178,0.000187,0.001969,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-23-x2.scen:
empty-32-32,empty-16-16-random-24-x2,20,300,0.00068,1,3,542,2454,426,426,426,426,0,0,0,0,1,0,0,1,0,0.000139,3e-06,1.1e-05,0,2e-06,0,4.7e-05,0,1.9e-05,5.5e-05,6e-05,0.002003,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-24-x2.scen:
empty-32-32,empty-16-16-random-25-x2,20,300,0.000871,1,3,586,2704,483,483,482,483,0,0,1,0,0,0,0,2,0,0.000209,3e-06,1.4e-05,2.5e-05,1e-06,0,8.7e-05,0,2.4e-05,6.9e-05,7.4e-05,0.001972,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-25-x2.scen:
empty-32-32,empty-16-16-random-2-x2,20,300,0.001123,2,3,653,2982,476,476,476,476,1,0,0,0,1,0,0,2,0,0.000328,3e-06,1.5e-05,3e-05,1e-06,0,0.00015,1e-06,3.5e-05,0.00011,0.000116,0.001954,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-2-x2.scen:
empty-32-32,empty-16-16-random-3-x2,20,300,0.000949,2,3,628,2884,502,502,502,502,1,0,0,0,1,0,0,3,0,0.000285,3e-06,1.4e-05,0,1e-06,0,8e-05,0,1.9e-05,8e-05,8.7e-05,0.00201,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-3-x2.scen:
empty-32-32,empty-16-16-random-4-x2,20,300,0.000974,1,3,671,3077,530,530,530,530,0,0,0,0,1,0,0,1,0,0.000227,2e-06,1.2e-05,0,1e-06,0,0.000126,0,3.2e-05,8.2e-05,8.7e-05,0.001931,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-4-x2.scen:
empty-32-32,empty-16-16-random-5-x2,20,300,0.000647,1,3,562,2560,462,462,462,462,0,0,0,0,1,0,0,1,0,9.2e-05,2e-06,1.1e-05,0,2e-06,0,3.7e-05,0,1.6e-05,4.4e-05,4.9e-05,0.001969,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-5-x2.scen:
empty-32-32,empty-16-16-random-6-x2,20,300,0.001848,2,3,751,3415,450,450,450,450,2,0,0,0,1,0,0,6,0,0.000805,4e-06,1.7e-05,3.8e-05,2e-06,0,0.000306,2e-06,5e-05,0.000202,0.000214,0.002011,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-6-x2.scen:
empty-32-32,empty-16-16-random-7-x2,20,300,0.00056,1,3,459,2084,380,380,380,380,0,0,0,0,1,0,0,1,0,7.3e-05,2e-06,1e-05,0,2e-06,0,2.2e-05,0,1.1e-05,4.1e-05,4.4e-05,0.00197,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-7-x2.scen:
empty-32-32,empty-16-16-random-8-x2,20,300,0.001354,3,5,801,3139,369,369,368,369,1,0,0,0,2,0,0,4,0,0.00049,4e-06,1.4e-05,1.3e-05,3e-06,0,0.000167,1e-06,6e-05,0.00018,0.000191,0.002002,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-8-x2.scen:
empty-32-32,empty-16-16-random-9-x2,20,300,0.000439,0,1,515,2323,448,448,448,448,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.001994,WDG+GR+GC+T+BP with AStar,benchmarks/empty-32-32/scenarios_x2/empty-16-16-random-9-x2.scen:
